region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,tollfree,equip,callcard,wireless,longmon,tollmon,equipmon,cardmon,wiremon,longten,tollten,equipten,cardten,wireten,multline,voice,pager,internet,callwait,forward,confer,ebill,lninc,custcat,churn
Zone 1,16,27,Unmarried,8,16,Post-undergraduate degree,0,No,Female,1,Yes,Yes,Yes,Yes,5.45,17.75,44.85,13.5,33.9,102.75,282.2,675.65,235,524.2,No,No,Yes,No,Yes,Yes,Yes,Yes,2.77,Total service,Yes
Zone 3,38,30,Married,6,22,High school degree,3,No,Female,2,No,No,Yes,No,5.6,0,0,12.25,0,215.05,0,0,455,0,Yes,No,No,Yes,No,No,No,Yes,3.09,E-service,No
Zone 1,52,45,Married,19,40,Some college,9,No,Female,3,No,Yes,Yes,Yes,8.45,0,34.35,14.5,34.1,512.65,0,"1,793.90",705,"1,740.70",Yes,Yes,No,Yes,No,Yes,Yes,Yes,3.69,Total service,No
Zone 1,46,48,Married,12,256,Some college,25,No,Male,6,Yes,Yes,Yes,Yes,13.8,31.75,43.65,18.75,66,612.55,"1,449.00","1,961.75",835,"3,064.75",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,5.55,Total service,No
Zone 2,31,46,Unmarried,23,144,College degree,13,No,Male,1,Yes,No,Yes,No,7.6,15.25,0,9.75,0,271.55,501.15,0,290,0,No,No,No,Yes,Yes,Yes,No,Yes,4.97,Plus service,No
Zone 2,23,31,Unmarried,10,45,College degree,0,No,Male,2,Yes,No,No,No,5,11.75,0,0,0,119.5,275.05,0,0,0,Yes,No,No,Yes,No,No,No,Yes,3.81,E-service,No
Zone 2,38,56,Married,34,34,High school degree,0,No,Female,3,No,No,No,Yes,7.8,0,0,0,24.65,272.75,0,0,0,888.45,Yes,No,No,Yes,Yes,Yes,Yes,No,3.53,Plus service,No
Zone 2,50,54,Unmarried,15,248,Some college,28,No,Female,1,Yes,No,Yes,Yes,11.05,17.25,0,5.5,29.15,497.9,833.85,0,270,"1,453.85",Yes,No,No,No,Yes,Yes,No,No,5.51,Plus service,No
Zone 2,16,49,Unmarried,17,41,High school degree,5,No,Male,1,Yes,Yes,No,Yes,4.1,14,39.15,0,31.8,62.45,260.05,620,0,521.35,No,Yes,Yes,Yes,No,Yes,No,No,3.71,Total service,No
Zone 2,14,34,Married,4,27,College degree,1,No,Female,2,Yes,Yes,Yes,Yes,6.05,23.5,36.25,20.5,37.85,90.2,313.8,454.45,260,474,No,Yes,Yes,Yes,No,Yes,Yes,Yes,3.3,Total service,No
Zone 2,30,52,Unmarried,23,17,Some college,3,No,Female,1,No,Yes,Yes,No,10.3,0,37.6,15.25,0,367.4,0,"1,106.40",420,0,Yes,No,No,Yes,No,No,No,No,2.83,E-service,Yes
Zone 3,22,47,Married,0,44,College degree,11,No,Female,3,Yes,Yes,Yes,Yes,9,21.25,50.75,57.25,57,194.55,466.9,"1,053.10","1,220.00","1,264.05",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.78,Total service,Yes
Zone 1,38,55,Married,12,135,High school degree,24,No,Male,4,Yes,No,Yes,No,12.15,31.75,0,16.25,0,467.75,"1,167.65",0,595,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.91,Total service,No
Zone 3,59,26,Married,3,41,College degree,1,No,Female,3,No,Yes,Yes,Yes,12.65,0,35.1,46.75,29.15,804,0,"2,099.25","2,710.00","1,707.10",Yes,No,No,Yes,No,No,No,No,3.71,E-service,Yes
Zone 2,54,55,Unmarried,1,587,Some college,33,No,Male,1,No,No,No,No,13,0,0,0,0,650.85,0,0,0,0,No,Yes,No,No,Yes,Yes,Yes,No,6.38,Plus service,No
Zone 3,9,40,Unmarried,13,38,College degree,7,No,Female,1,Yes,Yes,Yes,Yes,3.35,21,42.4,17.5,59.55,37.7,179.8,329.05,125,482.1,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.64,Total service,Yes
Zone 1,67,67,Married,38,49,High school degree,10,No,Female,2,No,Yes,Yes,No,14.3,0,29.25,25.25,0,924.55,0,"1,963.25","1,675.00",0,Yes,No,No,Yes,No,No,No,Yes,3.89,E-service,No
Zone 2,24,44,Unmarried,19,33,Some college,0,No,Female,2,No,Yes,No,No,4.65,0,26.65,0,0,100.95,0,568.2,0,0,No,No,No,No,No,No,Yes,Yes,3.5,Basic service,No
Zone 2,12,55,Married,13,36,Did not complete high school,5,No,Female,2,No,Yes,No,No,5.95,0,26.55,0,0,73.35,0,300.75,0,0,Yes,No,No,Yes,No,No,No,No,3.58,E-service,Yes
Zone 1,26,47,Unmarried,13,54,Some college,0,No,Male,1,Yes,Yes,Yes,Yes,7.1,16,38.5,18,23.5,205.4,484.9,946.85,435,547.75,Yes,Yes,No,Yes,No,No,Yes,Yes,3.99,E-service,No
Zone 2,3,32,Unmarried,4,58,High school degree,11,No,Male,4,Yes,Yes,Yes,Yes,2.75,15.75,29.5,9.25,28.55,5.7,49.65,50.5,15,67.7,Yes,Yes,Yes,No,No,Yes,No,Yes,4.06,Total service,Yes
Zone 2,20,46,Unmarried,2,23,Post-undergraduate degree,4,No,Female,2,No,No,No,No,4.75,0,0,0,0,82.3,0,0,0,0,Yes,Yes,No,Yes,Yes,Yes,No,Yes,3.14,Total service,No
Zone 3,5,52,Married,0,97,Post-undergraduate degree,9,No,Male,2,Yes,Yes,Yes,Yes,3.1,16.5,35.25,25.5,40.3,12.9,83,127.35,115,162.75,No,Yes,Yes,Yes,Yes,Yes,Yes,No,4.57,Total service,Yes
Zone 3,58,53,Unmarried,19,207,Some college,12,No,Female,1,Yes,Yes,Yes,Yes,7.3,29.5,51.2,22,62.8,447.15,"1,653.90","2,986.65","1,250.00","3,613.30",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.33,Total service,Yes
Zone 1,54,28,Married,2,21,Some college,3,No,Male,4,No,No,Yes,No,10.4,0,0,25.75,0,567.55,0,0,"1,395.00",0,No,No,No,No,No,No,No,No,3.04,Basic service,No
Zone 2,52,39,Unmarried,6,119,Some college,18,No,Female,1,Yes,No,Yes,No,10.5,25,0,8.25,0,556.5,"1,280.90",0,450,0,No,No,Yes,No,No,No,No,Yes,4.78,Basic service,No
Zone 2,38,30,Married,10,25,Did not complete high school,5,No,Female,4,No,No,Yes,No,3.95,0,0,12,0,179.75,0,0,430,0,No,No,No,No,No,No,No,No,3.22,Basic service,No
Zone 2,19,46,Unmarried,5,59,Some college,17,No,Male,1,Yes,No,No,No,5.6,9,0,0,0,97.25,191.25,0,0,0,No,No,No,No,No,No,Yes,No,4.08,Basic service,No
Zone 2,22,33,Married,2,24,Did not complete high school,3,No,Male,4,No,No,No,No,7.1,0,0,0,0,153.4,0,0,0,0,No,No,No,No,No,No,No,Yes,3.18,Basic service,No
Zone 1,49,35,Married,15,113,College degree,4,No,Male,5,No,No,No,No,16.1,0,0,0,0,818.45,0,0,0,0,Yes,No,No,No,No,No,No,Yes,4.73,E-service,No
Zone 3,5,39,Unmarried,0,22,Did not complete high school,0,No,Female,2,Yes,No,Yes,No,4.7,19,0,9.25,0,32.95,106.85,0,30,0,No,No,No,No,Yes,Yes,Yes,No,3.09,Plus service,No
Zone 2,18,69,Unmarried,28,11,Did not complete high school,17,Yes,Male,1,No,No,No,No,3.85,0,0,0,0,62.75,0,0,0,0,No,No,No,No,No,No,No,No,2.4,Basic service,No
Zone 3,43,29,Unmarried,4,33,Did not complete high school,13,No,Female,4,Yes,No,Yes,Yes,22.05,18.75,0,7.5,24.95,"1,042.95",830.75,0,345,"1,124.25",Yes,No,No,No,Yes,Yes,Yes,No,3.5,Plus service,No
Zone 3,17,50,Unmarried,2,205,Post-undergraduate degree,19,No,Male,1,Yes,Yes,No,Yes,6.95,21.25,37.95,0,36.65,121.45,371.2,523.75,0,620.3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.32,Total service,Yes
Zone 2,37,33,Unmarried,4,41,Some college,8,No,Female,3,No,Yes,No,No,9.2,0,30.45,0,0,347.1,0,"1,158.90",0,0,Yes,No,No,No,No,No,No,Yes,3.71,E-service,Yes
Zone 2,8,39,Unmarried,0,39,Did not complete high school,7,No,Female,1,Yes,No,No,No,3.15,10.75,0,0,0,29.05,83.55,0,0,0,No,No,No,No,No,No,No,No,3.66,Basic service,No
Zone 2,51,46,Married,8,107,High school degree,21,No,Female,6,Yes,No,Yes,Yes,17.3,25.75,0,23,37.4,840,"1,396.75",0,"1,155.00","1,832.25",Yes,No,Yes,No,Yes,Yes,Yes,No,4.67,Plus service,No
Zone 1,71,55,Married,11,198,Did not complete high school,31,No,Female,3,Yes,No,Yes,No,17.8,44.25,0,32,0,"1,218.00","3,058.50",0,"2,305.00",0,Yes,Yes,No,No,Yes,Yes,Yes,No,5.29,Plus service,No
Zone 1,56,53,Married,23,100,Post-undergraduate degree,14,No,Female,2,No,Yes,Yes,No,14.15,0,34.2,9.5,0,752.9,0,"1,988.65",560,0,Yes,Yes,No,Yes,No,No,No,Yes,4.61,E-service,No
Zone 3,70,68,Unmarried,21,"1,131.00",High school degree,45,No,Male,1,Yes,No,Yes,Yes,14.85,57.5,0,15,39.5,"1,104.40","3,926.65",0,990,"2,798.25",Yes,No,Yes,No,Yes,Yes,Yes,No,7.03,Plus service,No
Zone 1,62,53,Unmarried,14,360,Some college,26,No,Female,2,Yes,No,Yes,No,31.9,53.25,0,16.5,0,"1,892.85","3,232.05",0,890,0,Yes,No,No,No,Yes,Yes,Yes,No,5.89,Plus service,No
Zone 1,50,52,Married,22,162,High school degree,27,No,Female,2,Yes,Yes,Yes,Yes,12.85,24.25,49.2,14.25,42.85,599.05,"1,238.20","2,498.35",725,"2,032.30",Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,5.09,Total service,No
Zone 3,1,31,Unmarried,3,29,Post-undergraduate degree,2,No,Female,3,No,Yes,No,No,1.45,0,25.25,0,0,1.45,0,25.25,0,0,No,No,No,Yes,No,No,No,Yes,3.37,Basic service,Yes
Zone 3,15,26,Unmarried,1,38,College degree,1,No,Male,2,No,Yes,No,No,7.4,0,35.4,0,0,91.7,0,483.5,0,0,Yes,Yes,No,Yes,No,Yes,No,Yes,3.64,Total service,Yes
Zone 3,72,55,Married,24,82,Some college,25,No,Female,2,No,Yes,Yes,No,62.3,0,35.65,65.25,0,"4,333.00",0,"2,477.10","4,915.00",0,Yes,No,No,No,Yes,No,No,Yes,4.41,E-service,No
Zone 2,69,47,Married,10,159,High school degree,24,No,Male,4,No,No,Yes,No,25.2,0,0,36.25,0,"1,714.70",0,0,"2,470.00",0,No,No,No,No,No,Yes,No,No,5.07,Plus service,Yes
Zone 2,32,44,Unmarried,10,201,High school degree,24,No,Male,1,Yes,No,Yes,No,7.65,28,0,18.5,0,237.85,895.05,0,595,0,No,No,Yes,No,Yes,Yes,Yes,No,5.3,Plus service,No
Zone 1,19,25,Married,6,27,College degree,0,No,Female,2,Yes,No,Yes,No,9.55,20.5,0,34.75,0,172.55,398.95,0,620,0,No,Yes,No,No,Yes,Yes,Yes,No,3.3,Plus service,Yes
Zone 2,42,54,Unmarried,19,57,Some college,10,No,Female,1,No,Yes,Yes,Yes,8.7,0,47.15,11.75,47.5,356.45,0,"1,872.70",415,"1,932.35",Yes,Yes,No,Yes,No,No,Yes,Yes,4.04,Total service,No
Zone 3,51,49,Unmarried,29,45,Did not complete high school,16,No,Male,1,No,No,Yes,No,15.7,0,0,8.5,0,815.05,0,0,400,0,No,No,No,No,Yes,No,No,No,3.81,Basic service,No
Zone 2,32,22,Married,2,17,High school degree,2,No,Female,4,Yes,No,Yes,No,4.8,28,0,19,0,157.25,952.9,0,600,0,No,Yes,No,No,Yes,Yes,Yes,No,2.83,Plus service,Yes
Zone 3,26,55,Married,13,61,Did not complete high school,26,No,Male,2,Yes,No,Yes,No,4.25,29,0,12,0,102.45,729.15,0,300,0,No,No,No,No,Yes,Yes,Yes,No,4.11,Plus service,No
Zone 2,39,44,Married,14,418,College degree,18,No,Male,2,Yes,No,Yes,No,7.05,27.5,0,17.5,0,269,"1,046.20",0,640,0,No,Yes,Yes,No,Yes,Yes,Yes,No,6.04,Total service,No
Zone 2,72,53,Unmarried,12,152,High school degree,32,No,Female,1,Yes,No,Yes,Yes,43.25,50.5,0,19.25,44.9,"3,115.00","3,669.00",0,"1,315.00","3,120.35",Yes,No,Yes,Yes,Yes,Yes,No,No,5.02,Total service,No
Zone 2,4,39,Unmarried,11,38,College degree,1,No,Male,2,Yes,No,Yes,Yes,2.8,22.75,0,13.75,30.2,9.35,103.45,0,40,76.9,No,Yes,Yes,Yes,Yes,Yes,Yes,No,3.64,Total service,Yes
Zone 2,54,50,Married,5,151,College degree,20,No,Male,3,Yes,No,Yes,Yes,21.95,40.25,0,25.75,21.8,"1,248.25","2,030.20",0,"1,355.00","1,121.05",Yes,No,No,No,Yes,Yes,Yes,No,5.02,Plus service,No
Zone 1,34,40,Married,21,23,College degree,9,No,Female,3,Yes,Yes,Yes,Yes,5.95,25.75,45.4,16.75,37.7,207.7,805.85,"1,498.85",540,"1,257.70",Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,3.14,Total service,No
Zone 1,20,25,Married,4,33,College degree,0,No,Female,3,Yes,No,Yes,Yes,4.55,16,0,19.25,27.05,115.65,288.75,0,365,511.25,No,No,No,Yes,No,Yes,No,Yes,3.5,Basic service,No
Zone 3,14,49,Unmarried,4,26,Did not complete high school,8,No,Male,1,No,No,Yes,No,6.5,0,0,14.5,0,86.7,0,0,180,0,No,No,No,No,No,No,No,No,3.26,Basic service,No
Zone 1,61,59,Unmarried,26,89,Did not complete high school,40,Yes,Female,1,Yes,No,Yes,No,17.35,35,0,29.25,0,988.8,"2,166.80",0,"1,805.00",0,No,No,No,No,Yes,No,Yes,No,4.49,Plus service,No
Zone 2,4,24,Unmarried,2,25,College degree,0,No,Male,1,No,No,Yes,No,3.75,0,0,15.75,0,12.4,0,0,35,0,No,Yes,No,Yes,Yes,No,No,No,3.22,Basic service,Yes
Zone 3,16,48,Unmarried,25,59,High school degree,13,No,Male,2,Yes,No,Yes,No,7.85,20.25,0,14,0,104.9,349.4,0,180,0,No,No,No,No,Yes,Yes,Yes,No,4.08,Plus service,Yes
Zone 1,13,41,Unmarried,9,55,High school degree,12,No,Female,3,No,No,No,No,4.85,0,0,0,0,55.65,0,0,0,0,No,No,No,No,No,No,No,Yes,4.01,Basic service,No
Zone 2,53,37,Married,18,25,Some college,6,No,Female,2,No,Yes,Yes,No,9.95,0,28.65,23.5,0,558.15,0,"1,533.10","1,170.00",0,Yes,No,No,Yes,No,No,No,Yes,3.22,E-service,Yes
Zone 2,58,36,Married,13,39,High school degree,8,No,Female,7,Yes,No,Yes,Yes,16.4,38.25,0,55.5,57.05,933.1,"2,355.40",0,"3,145.00","3,247.95",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.66,Total service,Yes
Zone 2,25,38,Married,19,56,Did not complete high school,19,No,Female,2,No,Yes,Yes,Yes,10.55,0,31.95,32.75,23.65,290.25,0,732.95,770,578.45,No,Yes,No,No,No,No,Yes,No,4.03,Plus service,No
Zone 1,71,61,Married,19,155,Some college,30,No,Male,2,Yes,No,Yes,No,23.9,27.5,0,15,0,"1,684.05","1,935.15",0,"1,030.00",0,Yes,No,No,No,Yes,Yes,Yes,No,5.04,Plus service,No
Zone 1,22,33,Married,13,119,Post-undergraduate degree,0,No,Female,4,Yes,Yes,No,Yes,4.3,23.25,51.6,0,60.35,88.5,520.45,"1,013.30",0,"1,230.70",Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.78,Total service,Yes
Zone 1,46,48,Married,15,64,Some college,20,No,Male,2,Yes,Yes,Yes,Yes,10.2,26.5,40.2,11.5,23.2,393.55,"1,316.70","1,832.00",510,948.75,No,No,No,No,Yes,Yes,Yes,Yes,4.16,Plus service,No
Zone 3,66,50,Married,2,333,Post-undergraduate degree,24,No,Male,2,No,No,Yes,No,10.3,0,0,14.25,0,659.55,0,0,975,0,Yes,No,Yes,Yes,No,No,No,No,5.81,E-service,No
Zone 1,69,58,Married,29,26,High school degree,7,No,Female,3,Yes,Yes,Yes,Yes,32.65,33,54,29.25,50.65,"2,321.80","2,378.20","3,649.60","2,055.00","3,475.45",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,3.26,Total service,No
Zone 2,38,49,Married,3,33,College degree,11,No,Male,4,No,Yes,No,Yes,6.85,0,42.1,0,25.15,285.55,0,"1,642.15",0,954,Yes,No,No,Yes,Yes,No,Yes,Yes,3.5,E-service,No
Zone 3,16,35,Unmarried,7,46,Some college,3,No,Male,1,No,Yes,No,No,5.1,0,27.15,0,0,74.1,0,434.15,0,0,No,No,No,No,No,No,No,Yes,3.83,Basic service,No
Zone 3,44,39,Married,8,41,High school degree,8,No,Male,4,Yes,No,Yes,No,7.55,16.25,0,10.25,0,353.3,638.25,0,490,0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.71,Total service,No
Zone 1,50,50,Unmarried,24,31,Did not complete high school,8,No,Male,1,No,No,Yes,No,11.95,0,0,28.25,0,540.5,0,0,"1,355.00",0,No,No,No,No,No,Yes,Yes,No,3.43,Plus service,No
Zone 3,10,23,Unmarried,1,29,College degree,0,No,Female,1,Yes,Yes,Yes,Yes,4.95,32,53.25,35.75,50.45,62.1,323.8,420.55,285,416,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.37,Total service,No
Zone 2,7,41,Unmarried,6,94,High school degree,16,No,Male,1,Yes,Yes,Yes,Yes,3.85,28,37.65,9,41.4,27.95,218.9,256.3,65,237.25,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.54,Total service,No
Zone 3,71,48,Unmarried,25,288,Some college,19,No,Male,1,No,No,Yes,No,30.9,0,0,19.75,0,"2,123.60",0,0,"1,305.00",0,No,No,No,No,No,Yes,No,No,5.66,Basic service,No
Zone 3,16,39,Married,5,31,Did not complete high school,4,No,Female,5,No,No,No,No,5,0,0,0,0,69.6,0,0,0,0,No,No,No,No,No,No,No,No,3.43,Basic service,No
Zone 3,6,20,Unmarried,0,25,High school degree,0,No,Female,2,Yes,No,Yes,No,1.9,20.75,0,15.5,0,19.3,114.4,0,95,0,No,No,No,No,Yes,Yes,Yes,No,3.22,Plus service,No
Zone 2,46,55,Unmarried,24,269,High school degree,35,No,Male,1,Yes,No,Yes,No,10.1,39,0,18,0,449.7,"1,829.75",0,775,0,No,No,Yes,No,Yes,Yes,Yes,No,5.59,Plus service,No
Zone 3,51,49,Married,13,203,Some college,27,No,Male,4,Yes,No,Yes,No,17.6,22,0,21.75,0,961.9,"1,125.25",0,"1,075.00",0,No,Yes,No,No,Yes,Yes,Yes,No,5.31,Plus service,No
Zone 3,5,34,Unmarried,12,22,High school degree,2,No,Male,2,Yes,Yes,No,Yes,3.6,12.5,28.5,0,19.3,16.1,46.7,143.65,0,86.15,No,Yes,No,No,Yes,Yes,No,Yes,3.09,Basic service,Yes
Zone 2,49,54,Married,23,25,High school degree,1,No,Female,4,No,No,Yes,No,14.65,0,0,41.25,0,719.5,0,0,"1,980.00",0,No,No,No,No,No,No,No,No,3.22,Basic service,No
Zone 3,49,51,Married,14,222,Post-undergraduate degree,16,No,Male,2,No,No,No,No,12.25,0,0,0,0,575.6,0,0,0,0,Yes,No,No,Yes,Yes,No,No,Yes,5.4,E-service,No
Zone 1,26,30,Married,4,76,Some college,7,No,Male,2,No,Yes,No,No,9.45,0,29.2,0,0,214.7,0,697.05,0,0,No,No,Yes,No,No,No,No,Yes,4.33,Basic service,No
Zone 3,22,39,Unmarried,4,55,High school degree,17,No,Female,1,Yes,No,Yes,Yes,5.4,38.75,0,17.75,50.2,81.55,908.35,0,290,"1,147.40",No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.01,Total service,Yes
Zone 3,51,45,Married,4,46,Some college,6,No,Male,2,Yes,Yes,Yes,Yes,20.7,34.75,48.65,32.25,48.65,"1,082.40","1,711.75","2,496.35","1,600.00","2,353.35",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,3.83,Total service,No
Zone 1,19,27,Married,7,56,College degree,1,No,Male,4,No,Yes,Yes,Yes,4.75,0,46.3,21.75,37.7,97.85,0,804.35,445,692.95,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.03,Total service,Yes
Zone 1,9,36,Unmarried,1,79,Some college,11,No,Female,5,Yes,Yes,Yes,Yes,5.8,27.75,33.75,30.75,25.9,44.55,246,246.85,230,186.8,No,Yes,No,No,Yes,Yes,Yes,No,4.37,Plus service,Yes
Zone 3,15,25,Married,0,51,Some college,2,No,Female,2,No,No,No,No,3.15,0,0,0,0,45.35,0,0,0,0,No,No,No,No,No,No,No,No,3.93,Basic service,No
Zone 2,57,63,Unmarried,19,61,Did not complete high school,27,No,Male,1,Yes,No,Yes,No,12.7,38.25,0,33.75,0,767.75,"2,239.70",0,"1,880.00",0,No,No,No,No,Yes,Yes,Yes,No,4.11,Plus service,No
Zone 3,48,45,Unmarried,15,41,Did not complete high school,10,No,Female,2,No,No,No,No,10.2,0,0,0,0,445.7,0,0,0,0,No,No,No,No,No,No,No,No,3.71,Basic service,No
Zone 2,9,53,Married,20,50,High school degree,13,No,Female,2,No,Yes,No,No,3.1,0,21.35,0,0,22,0,196.15,0,0,No,No,No,No,No,No,No,Yes,3.91,Basic service,Yes
Zone 1,61,52,Unmarried,21,82,Did not complete high school,18,No,Male,1,No,No,Yes,No,12.1,0,0,15.75,0,751.75,0,0,910,0,No,No,No,No,No,Yes,Yes,No,4.41,Plus service,No
Zone 3,72,53,Unmarried,34,108,Did not complete high school,23,No,Male,1,Yes,No,Yes,Yes,32.55,35.5,0,14.75,40.75,"2,361.35","2,535.40",0,"1,060.00","2,886.05",Yes,No,No,No,Yes,Yes,Yes,No,4.68,Plus service,No
Zone 3,57,60,Unmarried,20,14,High school degree,27,Yes,Female,1,Yes,No,Yes,No,16.1,14,0,11.75,0,938.65,822.35,0,630,0,No,No,No,No,Yes,Yes,Yes,No,2.64,Plus service,No
Zone 2,57,51,Unmarried,10,46,Did not complete high school,13,No,Male,1,No,No,Yes,No,15.1,0,0,7.5,0,901.05,0,0,395,0,Yes,No,No,Yes,No,No,Yes,No,3.83,E-service,No
Zone 1,37,60,Married,0,46,Did not complete high school,20,No,Male,3,Yes,No,Yes,No,8.8,37.75,0,22,0,293.65,"1,377.85",0,785,0,No,No,No,No,Yes,Yes,Yes,No,3.83,Plus service,No
Zone 3,45,51,Unmarried,13,146,College degree,16,No,Male,2,No,No,Yes,No,20.25,0,0,37.75,0,869.75,0,0,"1,640.00",0,No,No,No,No,No,No,No,Yes,4.98,Basic service,No
Zone 3,45,39,Married,15,36,Did not complete high school,11,No,Female,5,No,No,Yes,No,15.2,0,0,14.25,0,736.75,0,0,615,0,No,No,No,Yes,No,No,No,No,3.58,Basic service,No
Zone 2,55,44,Unmarried,24,83,Did not complete high school,23,No,Female,1,Yes,No,Yes,No,17.35,24.5,0,14.25,0,973.1,"1,343.50",0,720,0,No,No,No,No,No,Yes,Yes,No,4.42,Plus service,No
Zone 2,24,27,Unmarried,2,17,Some college,3,No,Male,5,Yes,No,No,No,5.2,18.5,0,0,0,89,462.25,0,0,0,Yes,Yes,No,No,Yes,No,No,No,2.83,E-service,Yes
Zone 3,1,20,Unmarried,1,18,Some college,0,No,Male,1,No,Yes,No,Yes,4.2,0,34.05,0,16.85,4.2,0,34.05,0,16.85,No,Yes,No,Yes,No,No,Yes,Yes,2.89,Basic service,Yes
Zone 2,34,23,Married,3,24,Did not complete high school,7,No,Female,4,Yes,No,Yes,No,6,28,0,12.75,0,203.25,959.4,0,435,0,No,No,No,No,Yes,Yes,Yes,No,3.18,Plus service,No
Zone 3,14,37,Married,5,48,Some college,1,No,Female,4,Yes,No,No,No,4.9,14.5,0,0,0,78.2,230.35,0,0,0,No,No,No,No,No,No,No,No,3.87,Basic service,No
Zone 3,6,32,Unmarried,10,47,Did not complete high school,10,No,Male,1,Yes,No,Yes,No,3.85,23.75,0,12.5,0,29.9,128.45,0,80,0,No,No,No,No,Yes,Yes,Yes,No,3.85,Plus service,No
Zone 3,24,30,Unmarried,0,25,College degree,5,No,Male,2,Yes,No,Yes,Yes,8.7,47.75,0,32.75,64,186.6,"1,152.90",0,780,"1,542.90",No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.22,Total service,Yes
Zone 2,3,26,Married,6,59,College degree,0,No,Female,3,Yes,Yes,Yes,Yes,2.55,23.5,29.6,10.75,19.2,2.7,80.5,66.55,10,29.7,No,Yes,Yes,No,No,Yes,Yes,No,4.08,Total service,Yes
Zone 1,4,30,Unmarried,1,45,College degree,6,No,Male,3,No,Yes,Yes,No,3.65,0,34.2,29,0,8.85,0,116.2,80,0,No,Yes,No,Yes,No,Yes,Yes,Yes,3.81,Total service,Yes
Zone 1,72,40,Married,19,163,College degree,15,No,Male,2,Yes,No,Yes,No,39,31.25,0,14.75,0,"2,914.00","2,176.85",0,"1,070.00",0,Yes,No,No,No,No,No,Yes,Yes,5.09,E-service,No
Zone 1,44,56,Unmarried,4,63,High school degree,6,No,Female,1,Yes,No,No,No,7.5,20.25,0,0,0,342.2,861.95,0,0,0,Yes,No,No,No,Yes,No,No,No,4.14,Plus service,Yes
Zone 1,50,43,Unmarried,6,27,Some college,4,No,Male,1,Yes,No,Yes,No,15,45.25,0,52.75,0,817.85,"2,320.25",0,"2,645.00",0,No,No,No,No,Yes,Yes,Yes,No,3.3,Plus service,No
Zone 2,61,50,Married,16,190,High school degree,22,No,Female,2,No,Yes,Yes,Yes,16.85,0,42.55,26.5,44.1,"1,063.15",0,"2,544.35","1,600.00","2,540.20",Yes,No,No,Yes,No,Yes,No,Yes,5.25,E-service,No
Zone 1,34,52,Married,2,106,High school degree,19,No,Male,2,Yes,No,Yes,No,4.95,19,0,13.5,0,153.5,649.35,0,430,0,No,No,No,Yes,No,Yes,Yes,No,4.66,Plus service,No
Zone 3,26,54,Married,30,26,Some college,1,No,Female,2,Yes,No,Yes,Yes,5.2,23.5,0,23.75,39.25,149.2,670.1,0,610,"1,004.35",No,No,Yes,No,Yes,Yes,Yes,Yes,3.26,Total service,Yes
Zone 1,15,46,Married,17,63,Post-undergraduate degree,1,No,Male,2,Yes,Yes,No,Yes,3.7,16.5,42.5,0,33.1,40.55,207.35,547.95,0,475.3,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,4.14,Total service,Yes
Zone 3,10,39,Unmarried,0,27,Some college,0,No,Female,3,No,Yes,No,No,3,0,29.05,0,0,32.25,0,265.95,0,0,No,No,No,No,No,No,No,Yes,3.3,Basic service,No
Zone 1,7,34,Unmarried,2,22,Post-undergraduate degree,5,No,Female,1,No,Yes,No,No,4.65,0,25.6,0,0,29.35,0,179.1,0,0,No,No,No,No,No,No,No,No,3.09,Basic service,No
Zone 3,67,59,Unmarried,40,944,Post-undergraduate degree,33,No,Female,1,Yes,Yes,Yes,Yes,26.75,32,54.55,35.75,65.8,"1,837.55","2,117.65","3,636.60","2,360.00","4,392.85",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.85,Total service,No
Zone 3,70,49,Unmarried,18,87,High school degree,22,No,Female,1,Yes,No,Yes,No,25.6,33.5,0,25.25,0,"1,841.85","2,368.20",0,"1,705.00",0,No,Yes,No,No,Yes,Yes,Yes,No,4.47,Plus service,No
Zone 3,50,36,Married,7,39,Some college,3,No,Female,3,No,Yes,Yes,No,13.15,0,33.6,16.25,0,665.4,0,"1,651.90",745,0,Yes,No,No,Yes,No,No,No,Yes,3.66,E-service,Yes
